underlying_name,current_datetime,current_pnl,strategy_pnl,brokerage_pnl,max_pnl,trailing_pnl,current_ltp,expiry_datetime,current_position,straddle_strike,strangle_strike_low,position_entry_ltp,is_hedged,is_closed,is_expiry_day,candle_t_2_start,candle_t_2_end,candle_t_2_open,candle_t_2_close,candle_t_1_start,candle_t_1_end,candle_t_1_open,candle_t_1_close
NIFTY,2021-05-17 09:35:03.132532,124.98,125.0,-0.02,124.98,0.0,14762.6,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 09:25:00,2021-05-17 09:30:00,14753.8,14736.85,2021-05-17 09:30:00,2021-05-17 09:35:00,14733.65,14753.9
NIFTY,2021-05-17 09:36:43.421060,224.98,225.0,-0.02,224.98,0.0,14763.95,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 09:25:00,2021-05-17 09:30:00,14753.8,14736.85,2021-05-17 09:30:00,2021-05-17 09:35:00,14733.65,14753.9
NIFTY,2021-05-17 09:38:23.713962,124.98,125.0,-0.02,224.98,-99.99999999999999,14760.05,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 09:25:00,2021-05-17 09:30:00,14753.8,14736.85,2021-05-17 09:30:00,2021-05-17 09:35:00,14733.65,14753.9
NIFTY,2021-05-17 09:40:04.004028,149.98,150.0,-0.02,224.98,-75.0,14756.35,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 09:30:00,2021-05-17 09:35:00,14733.65,14753.9,2021-05-17 09:35:00,2021-05-17 09:40:00,14762.6,14760.05
NIFTY,2021-05-17 09:41:44.296680,174.98,175.0,-0.02,224.98,-50.0,14761.5,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 09:30:00,2021-05-17 09:35:00,14733.65,14753.9,2021-05-17 09:35:00,2021-05-17 09:40:00,14762.6,14760.05
NIFTY,2021-05-17 09:43:24.584923,174.98,175.0,-0.02,224.98,-50.0,14771.9,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 09:30:00,2021-05-17 09:35:00,14733.65,14753.9,2021-05-17 09:35:00,2021-05-17 09:40:00,14762.6,14760.05
NIFTY,2021-05-17 09:45:04.872860,124.98,125.0,-0.02,224.98,-99.99999999999999,14767.85,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 09:35:00,2021-05-17 09:40:00,14762.6,14760.05,2021-05-17 09:40:00,2021-05-17 09:45:00,14756.35,14771.9
NIFTY,2021-05-17 09:46:45.165567,349.98,350.0,-0.02,349.98,0.0,14766.95,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 09:35:00,2021-05-17 09:40:00,14762.6,14760.05,2021-05-17 09:40:00,2021-05-17 09:45:00,14756.35,14771.9
NIFTY,2021-05-17 09:48:25.454462,349.98,350.0,-0.02,349.98,0.0,14767.1,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 09:35:00,2021-05-17 09:40:00,14762.6,14760.05,2021-05-17 09:40:00,2021-05-17 09:45:00,14756.35,14771.9
NIFTY,2021-05-17 09:50:05.741683,249.98,250.0,-0.02,349.98,-100.00000000000003,14763.5,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 09:40:00,2021-05-17 09:45:00,14756.35,14771.9,2021-05-17 09:45:00,2021-05-17 09:50:00,14767.85,14767.1
NIFTY,2021-05-17 09:51:46.040509,274.98,275.0,-0.02,349.98,-75.0,14763.15,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 09:40:00,2021-05-17 09:45:00,14756.35,14771.9,2021-05-17 09:45:00,2021-05-17 09:50:00,14767.85,14767.1
NIFTY,2021-05-17 09:53:26.335224,74.98,75.0,-0.02,349.98,-275.0,14765.0,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 09:40:00,2021-05-17 09:45:00,14756.35,14771.9,2021-05-17 09:45:00,2021-05-17 09:50:00,14767.85,14767.1
NIFTY,2021-05-17 09:55:06.627506,99.98,100.0,-0.02,349.98,-250.0,14770.65,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 09:45:00,2021-05-17 09:50:00,14767.85,14767.1,2021-05-17 09:50:00,2021-05-17 09:55:00,14763.5,14765.0
NIFTY,2021-05-17 09:56:46.918624,-0.02,0.0,-0.02,349.98,-350.0,14776.75,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 09:45:00,2021-05-17 09:50:00,14767.85,14767.1,2021-05-17 09:50:00,2021-05-17 09:55:00,14763.5,14765.0
NIFTY,2021-05-17 09:58:27.211089,-50.02,-50.0,-0.02,349.98,-400.0,14773.65,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 09:45:00,2021-05-17 09:50:00,14767.85,14767.1,2021-05-17 09:50:00,2021-05-17 09:55:00,14763.5,14765.0
NIFTY,2021-05-17 10:00:07.501146,-75.02,-75.0,-0.02,349.98,-425.0,14775.05,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 09:50:00,2021-05-17 09:55:00,14763.5,14765.0,2021-05-17 09:55:00,2021-05-17 10:00:00,14770.65,14773.65
NIFTY,2021-05-17 10:01:48.951296,124.96,125.0,-0.04,349.98,-225.02000000000004,14782.1,2021-05-20 15:30:00,strangle,,14800.0,14775.05,True,False,False,2021-05-17 09:50:00,2021-05-17 09:55:00,14763.5,14765.0,2021-05-17 09:55:00,2021-05-17 10:00:00,14770.65,14773.65
NIFTY,2021-05-17 10:03:29.247519,99.96,100.0,-0.04,349.98,-250.02000000000004,14789.95,2021-05-20 15:30:00,strangle,,14800.0,14775.05,True,False,False,2021-05-17 09:50:00,2021-05-17 09:55:00,14763.5,14765.0,2021-05-17 09:55:00,2021-05-17 10:00:00,14770.65,14773.65
NIFTY,2021-05-17 10:05:09.544411,-150.04,-150.0,-0.04,349.98,-500.02,14792.95,2021-05-20 15:30:00,strangle,,14800.0,14775.05,True,False,False,2021-05-17 09:55:00,2021-05-17 10:00:00,14770.65,14773.65,2021-05-17 10:00:00,2021-05-17 10:05:00,14775.05,14789.95
NIFTY,2021-05-17 10:06:49.843871,74.96,75.0,-0.04,349.98,-275.02000000000004,14784.65,2021-05-20 15:30:00,strangle,,14800.0,14775.05,True,False,False,2021-05-17 09:55:00,2021-05-17 10:00:00,14770.65,14773.65,2021-05-17 10:00:00,2021-05-17 10:05:00,14775.05,14789.95
NIFTY,2021-05-17 10:08:30.143482,-800.04,-800.0,-0.04,349.98,-1150.02,14796.05,2021-05-20 15:30:00,strangle,,14800.0,14775.05,True,False,False,2021-05-17 09:55:00,2021-05-17 10:00:00,14770.65,14773.65,2021-05-17 10:00:00,2021-05-17 10:05:00,14775.05,14789.95
NIFTY,2021-05-17 10:10:10.441745,-225.04,-225.0,-0.04,349.98,-575.02,14796.95,2021-05-20 15:30:00,strangle,,14800.0,14775.05,True,False,False,2021-05-17 10:00:00,2021-05-17 10:05:00,14775.05,14789.95,2021-05-17 10:05:00,2021-05-17 10:10:00,14792.95,14796.05
NIFTY,2021-05-17 10:11:50.748312,-1650.04,-1650.0,-0.04,349.98,-2000.02,14802.85,2021-05-20 15:30:00,strangle,,14800.0,14775.05,True,False,False,2021-05-17 10:00:00,2021-05-17 10:05:00,14775.05,14789.95,2021-05-17 10:05:00,2021-05-17 10:10:00,14792.95,14796.05
NIFTY,2021-05-17 10:13:31.669934,-2525.06,-2525.0,-0.06,349.98,-2875.04,14806.6,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 10:00:00,2021-05-17 10:05:00,14775.05,14789.95,2021-05-17 10:05:00,2021-05-17 10:10:00,14792.95,14796.05
NIFTY,2021-05-17 10:15:11.957344,-2550.06,-2550.0,-0.06,349.98,-2900.04,14814.25,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 10:05:00,2021-05-17 10:10:00,14792.95,14796.05,2021-05-17 10:10:00,2021-05-17 10:15:00,14796.95,14806.6
NIFTY,2021-05-17 10:16:52.242436,-2500.06,-2500.0,-0.06,349.98,-2850.04,14811.9,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 10:05:00,2021-05-17 10:10:00,14792.95,14796.05,2021-05-17 10:10:00,2021-05-17 10:15:00,14796.95,14806.6
NIFTY,2021-05-17 10:18:32.546396,-2450.06,-2450.0,-0.06,349.98,-2800.04,14809.5,2021-05-20 15:30:00,,,,,True,False,False,2021-05-17 10:05:00,2021-05-17 10:10:00,14792.95,14796.05,2021-05-17 10:10:00,2021-05-17 10:15:00,14796.95,14806.6
NIFTY,2021-05-17 10:20:13.973783,-3775.08,-3775.0,-0.08,349.98,-4125.0599999999995,14821.35,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:10:00,2021-05-17 10:15:00,14796.95,14806.6,2021-05-17 10:15:00,2021-05-17 10:20:00,14814.25,14809.5
NIFTY,2021-05-17 10:21:54.268941,-3900.08,-3900.0,-0.08,349.98,-4250.0599999999995,14809.45,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:10:00,2021-05-17 10:15:00,14796.95,14806.6,2021-05-17 10:15:00,2021-05-17 10:20:00,14814.25,14809.5
NIFTY,2021-05-17 10:23:34.568072,-3125.08,-3125.0,-0.08,349.98,-3475.06,14802.75,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:10:00,2021-05-17 10:15:00,14796.95,14806.6,2021-05-17 10:15:00,2021-05-17 10:20:00,14814.25,14809.5
NIFTY,2021-05-17 10:25:14.860015,-2575.08,-2575.0,-0.08,349.98,-2925.06,14799.5,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:15:00,2021-05-17 10:20:00,14814.25,14809.5,2021-05-17 10:20:00,2021-05-17 10:25:00,14821.35,14802.75
NIFTY,2021-05-17 10:26:55.168978,-2825.08,-2825.0,-0.08,349.98,-3175.06,14797.35,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:15:00,2021-05-17 10:20:00,14814.25,14809.5,2021-05-17 10:20:00,2021-05-17 10:25:00,14821.35,14802.75
NIFTY,2021-05-17 10:28:35.469551,-3100.08,-3100.0,-0.08,349.98,-3450.06,14802.55,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:15:00,2021-05-17 10:20:00,14814.25,14809.5,2021-05-17 10:20:00,2021-05-17 10:25:00,14821.35,14802.75
NIFTY,2021-05-17 10:30:15.774285,-2925.08,-2925.0,-0.08,349.98,-3275.06,14801.45,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:20:00,2021-05-17 10:25:00,14821.35,14802.75,2021-05-17 10:25:00,2021-05-17 10:30:00,14799.5,14802.55
NIFTY,2021-05-17 10:31:56.074404,-1875.08,-1875.0,-0.08,349.98,-2225.06,14791.95,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:20:00,2021-05-17 10:25:00,14821.35,14802.75,2021-05-17 10:25:00,2021-05-17 10:30:00,14799.5,14802.55
NIFTY,2021-05-17 10:33:36.375718,-2425.08,-2425.0,-0.08,349.98,-2775.06,14798.5,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:20:00,2021-05-17 10:25:00,14821.35,14802.75,2021-05-17 10:25:00,2021-05-17 10:30:00,14799.5,14802.55
NIFTY,2021-05-17 10:35:16.677530,-2275.08,-2275.0,-0.08,349.98,-2625.06,14796.3,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:25:00,2021-05-17 10:30:00,14799.5,14802.55,2021-05-17 10:30:00,2021-05-17 10:35:00,14801.45,14798.5
NIFTY,2021-05-17 10:36:56.990498,-2250.08,-2250.0,-0.08,349.98,-2600.06,14805.6,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:25:00,2021-05-17 10:30:00,14799.5,14802.55,2021-05-17 10:30:00,2021-05-17 10:35:00,14801.45,14798.5
NIFTY,2021-05-17 10:38:37.293649,-2200.08,-2200.0,-0.08,349.98,-2550.06,14806.65,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:25:00,2021-05-17 10:30:00,14799.5,14802.55,2021-05-17 10:30:00,2021-05-17 10:35:00,14801.45,14798.5
NIFTY,2021-05-17 10:40:17.586724,-3175.08,-3175.0,-0.08,349.98,-3525.06,14819.1,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:30:00,2021-05-17 10:35:00,14801.45,14798.5,2021-05-17 10:35:00,2021-05-17 10:40:00,14796.3,14806.65
NIFTY,2021-05-17 10:41:57.892224,-3225.08,-3225.0,-0.08,349.98,-3575.06,14816.4,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:30:00,2021-05-17 10:35:00,14801.45,14798.5,2021-05-17 10:35:00,2021-05-17 10:40:00,14796.3,14806.65
NIFTY,2021-05-17 10:43:38.191338,-3650.08,-3650.0,-0.08,349.98,-4000.06,14813.8,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:30:00,2021-05-17 10:35:00,14801.45,14798.5,2021-05-17 10:35:00,2021-05-17 10:40:00,14796.3,14806.65
NIFTY,2021-05-17 10:45:18.496672,-3250.08,-3250.0,-0.08,349.98,-3600.06,14810.6,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:35:00,2021-05-17 10:40:00,14796.3,14806.65,2021-05-17 10:40:00,2021-05-17 10:45:00,14819.1,14813.8
NIFTY,2021-05-17 10:46:58.801719,-3025.08,-3025.0,-0.08,349.98,-3375.06,14810.3,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:35:00,2021-05-17 10:40:00,14796.3,14806.65,2021-05-17 10:40:00,2021-05-17 10:45:00,14819.1,14813.8
NIFTY,2021-05-17 10:48:39.117730,-3075.08,-3075.0,-0.08,349.98,-3425.06,14808.3,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:35:00,2021-05-17 10:40:00,14796.3,14806.65,2021-05-17 10:40:00,2021-05-17 10:45:00,14819.1,14813.8
NIFTY,2021-05-17 10:50:19.418273,-3275.08,-3275.0,-0.08,349.98,-3625.06,14809.25,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:40:00,2021-05-17 10:45:00,14819.1,14813.8,2021-05-17 10:45:00,2021-05-17 10:50:00,14810.6,14808.3
NIFTY,2021-05-17 10:51:59.730593,-2925.08,-2925.0,-0.08,349.98,-3275.06,14808.95,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:40:00,2021-05-17 10:45:00,14819.1,14813.8,2021-05-17 10:45:00,2021-05-17 10:50:00,14810.6,14808.3
NIFTY,2021-05-17 10:53:40.036866,-3150.08,-3150.0,-0.08,349.98,-3500.06,14806.65,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:40:00,2021-05-17 10:45:00,14819.1,14813.8,2021-05-17 10:45:00,2021-05-17 10:50:00,14810.6,14808.3
NIFTY,2021-05-17 10:55:20.340540,-2425.08,-2425.0,-0.08,349.98,-2775.06,14804.85,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:45:00,2021-05-17 10:50:00,14810.6,14808.3,2021-05-17 10:50:00,2021-05-17 10:55:00,14809.25,14806.65
NIFTY,2021-05-17 10:57:00.644738,-2525.08,-2525.0,-0.08,349.98,-2875.06,14806.35,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:45:00,2021-05-17 10:50:00,14810.6,14808.3,2021-05-17 10:50:00,2021-05-17 10:55:00,14809.25,14806.65
NIFTY,2021-05-17 10:58:40.952304,-3025.08,-3025.0,-0.08,349.98,-3375.06,14807.75,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:45:00,2021-05-17 10:50:00,14810.6,14808.3,2021-05-17 10:50:00,2021-05-17 10:55:00,14809.25,14806.65
NIFTY,2021-05-17 11:00:21.245956,-2575.08,-2575.0,-0.08,349.98,-2925.06,14804.15,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:50:00,2021-05-17 10:55:00,14809.25,14806.65,2021-05-17 10:55:00,2021-05-17 11:00:00,14804.85,14807.75
NIFTY,2021-05-17 11:02:01.546800,-2475.08,-2475.0,-0.08,349.98,-2825.06,14807.2,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:50:00,2021-05-17 10:55:00,14809.25,14806.65,2021-05-17 10:55:00,2021-05-17 11:00:00,14804.85,14807.75
NIFTY,2021-05-17 11:03:41.858340,-2725.08,-2725.0,-0.08,349.98,-3075.06,14806.9,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:50:00,2021-05-17 10:55:00,14809.25,14806.65,2021-05-17 10:55:00,2021-05-17 11:00:00,14804.85,14807.75
NIFTY,2021-05-17 11:05:22.153311,-2550.08,-2550.0,-0.08,349.98,-2900.06,14807.55,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:55:00,2021-05-17 11:00:00,14804.85,14807.75,2021-05-17 11:00:00,2021-05-17 11:05:00,14804.15,14806.9
NIFTY,2021-05-17 11:07:02.453493,-2850.08,-2850.0,-0.08,349.98,-3200.06,14808.1,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:55:00,2021-05-17 11:00:00,14804.85,14807.75,2021-05-17 11:00:00,2021-05-17 11:05:00,14804.15,14806.9
NIFTY,2021-05-17 11:08:42.765331,-2575.08,-2575.0,-0.08,349.98,-2925.06,14810.55,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 10:55:00,2021-05-17 11:00:00,14804.85,14807.75,2021-05-17 11:00:00,2021-05-17 11:05:00,14804.15,14806.9
NIFTY,2021-05-17 11:10:23.072416,-1975.08,-1975.0,-0.08,349.98,-2325.06,14806.85,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:00:00,2021-05-17 11:05:00,14804.15,14806.9,2021-05-17 11:05:00,2021-05-17 11:10:00,14807.55,14810.55
NIFTY,2021-05-17 11:12:03.386153,-2225.08,-2225.0,-0.08,349.98,-2575.06,14807.25,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:00:00,2021-05-17 11:05:00,14804.15,14806.9,2021-05-17 11:05:00,2021-05-17 11:10:00,14807.55,14810.55
NIFTY,2021-05-17 11:13:43.687870,-2700.08,-2700.0,-0.08,349.98,-3050.06,14802.6,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:00:00,2021-05-17 11:05:00,14804.15,14806.9,2021-05-17 11:05:00,2021-05-17 11:10:00,14807.55,14810.55
NIFTY,2021-05-17 11:15:23.977633,-2250.08,-2250.0,-0.08,349.98,-2600.06,14807.95,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:05:00,2021-05-17 11:10:00,14807.55,14810.55,2021-05-17 11:10:00,2021-05-17 11:15:00,14806.85,14802.6
NIFTY,2021-05-17 11:17:04.271654,-2725.08,-2725.0,-0.08,349.98,-3075.06,14807.8,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:05:00,2021-05-17 11:10:00,14807.55,14810.55,2021-05-17 11:10:00,2021-05-17 11:15:00,14806.85,14802.6
NIFTY,2021-05-17 11:18:44.567467,-3225.08,-3225.0,-0.08,349.98,-3575.06,14802.35,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:05:00,2021-05-17 11:10:00,14807.55,14810.55,2021-05-17 11:10:00,2021-05-17 11:15:00,14806.85,14802.6
NIFTY,2021-05-17 11:20:24.867081,-2350.08,-2350.0,-0.08,349.98,-2700.06,14806.85,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:10:00,2021-05-17 11:15:00,14806.85,14802.6,2021-05-17 11:15:00,2021-05-17 11:20:00,14807.95,14802.35
NIFTY,2021-05-17 11:22:05.169727,-2500.08,-2500.0,-0.08,349.98,-2850.06,14811.95,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:10:00,2021-05-17 11:15:00,14806.85,14802.6,2021-05-17 11:15:00,2021-05-17 11:20:00,14807.95,14802.35
NIFTY,2021-05-17 11:23:45.462444,-2650.08,-2650.0,-0.08,349.98,-3000.06,14814.85,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:10:00,2021-05-17 11:15:00,14806.85,14802.6,2021-05-17 11:15:00,2021-05-17 11:20:00,14807.95,14802.35
NIFTY,2021-05-17 11:25:25.769408,-2950.08,-2950.0,-0.08,349.98,-3300.06,14812.55,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:15:00,2021-05-17 11:20:00,14807.95,14802.35,2021-05-17 11:20:00,2021-05-17 11:25:00,14806.85,14814.85
NIFTY,2021-05-17 11:27:06.095492,-2875.08,-2875.0,-0.08,349.98,-3225.06,14816.0,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:15:00,2021-05-17 11:20:00,14807.95,14802.35,2021-05-17 11:20:00,2021-05-17 11:25:00,14806.85,14814.85
NIFTY,2021-05-17 11:28:46.413563,-2750.08,-2750.0,-0.08,349.98,-3100.06,14813.55,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:15:00,2021-05-17 11:20:00,14807.95,14802.35,2021-05-17 11:20:00,2021-05-17 11:25:00,14806.85,14814.85
NIFTY,2021-05-17 11:30:26.707864,-2775.08,-2775.0,-0.08,349.98,-3125.06,14815.95,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:20:00,2021-05-17 11:25:00,14806.85,14814.85,2021-05-17 11:25:00,2021-05-17 11:30:00,14812.55,14813.55
NIFTY,2021-05-17 11:32:07.018240,-2350.08,-2350.0,-0.08,349.98,-2700.06,14810.05,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:20:00,2021-05-17 11:25:00,14806.85,14814.85,2021-05-17 11:25:00,2021-05-17 11:30:00,14812.55,14813.55
NIFTY,2021-05-17 11:33:47.314117,-2350.08,-2350.0,-0.08,349.98,-2700.06,14809.3,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:20:00,2021-05-17 11:25:00,14806.85,14814.85,2021-05-17 11:25:00,2021-05-17 11:30:00,14812.55,14813.55
NIFTY,2021-05-17 11:35:27.605921,-2700.08,-2700.0,-0.08,349.98,-3050.06,14816.05,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:25:00,2021-05-17 11:30:00,14812.55,14813.55,2021-05-17 11:30:00,2021-05-17 11:35:00,14815.95,14809.3
NIFTY,2021-05-17 11:37:07.905229,-3050.08,-3050.0,-0.08,349.98,-3400.06,14817.05,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:25:00,2021-05-17 11:30:00,14812.55,14813.55,2021-05-17 11:30:00,2021-05-17 11:35:00,14815.95,14809.3
NIFTY,2021-05-17 11:38:48.212747,-3150.08,-3150.0,-0.08,349.98,-3500.06,14815.25,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:25:00,2021-05-17 11:30:00,14812.55,14813.55,2021-05-17 11:30:00,2021-05-17 11:35:00,14815.95,14809.3
NIFTY,2021-05-17 11:40:28.517399,-2875.08,-2875.0,-0.08,349.98,-3225.06,14812.15,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:30:00,2021-05-17 11:35:00,14815.95,14809.3,2021-05-17 11:35:00,2021-05-17 11:40:00,14816.05,14815.25
NIFTY,2021-05-17 11:42:08.827913,-2900.08,-2900.0,-0.08,349.98,-3250.06,14810.7,2021-05-20 15:30:00,straddle,14800.0,,14809.5,True,False,False,2021-05-17 11:30:00,2021-05-17 11:35:00,14815.95,14809.3,2021-05-17 11:35:00,2021-05-17 11:40:00,14816.05,14815.25
