underlying_name,current_datetime,current_pnl,strategy_pnl,brokerage_pnl,max_pnl,trailing_pnl,current_ltp,expiry_datetime,current_position,straddle_strike,strangle_strike_low,strangle_strike_high,position_entry_ltp,is_hedged,is_closed,is_expiry_day,candle_t_2_start,candle_t_2_end,candle_t_2_open,candle_t_2_close,candle_t_1_start,candle_t_1_end,candle_t_1_open,candle_t_1_close
NIFTY,2022-02-10 09:12:11.491670,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:12.514330,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:13.435784,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:14.333557,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:15.244283,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:16.168925,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:17.077056,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:17.986428,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:18.895142,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:19.818194,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:20.732687,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:21.660290,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:22.554803,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:23.470352,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:24.376887,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:25.300017,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:26.215341,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:27.139936,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:28.061284,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:28.986950,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:29.905769,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:30.824861,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-10 09:12:31.735574,0.0,0,0.0,0,0.0,17554.1,,,,,,,False,False,False,,,,,,,,
