underlying_name,current_datetime,current_pnl,strategy_pnl,brokerage_pnl,max_pnl,trailing_pnl,current_ltp,expiry_datetime,current_position,straddle_strike,strangle_strike_low,strangle_strike_high,position_entry_ltp,is_hedged,is_closed,is_expiry_day,candle_t_2_start,candle_t_2_end,candle_t_2_open,candle_t_2_close,candle_t_1_start,candle_t_1_end,candle_t_1_open,candle_t_1_close
NIFTY,2022-02-10 09:38:41.610009,0.0,0,0.0,0,0.0,17461.8,2022-02-10 15:30:00,,,,,,False,False,True,,,,,,,,
NIFTY,2022-02-10 09:38:42.502396,0.0,0,0.0,0,0.0,17461.8,2022-02-10 15:30:00,,,,,,False,False,True,2022-02-10 09:25:00,2022-02-10 09:30:00,,,2022-02-10 09:30:00,2022-02-10 09:35:00,,
NIFTY,2022-02-10 09:38:43.416537,0.0,0,0.0,0,0.0,17461.3,2022-02-10 15:30:00,,,,,,False,False,True,2022-02-10 09:25:00,2022-02-10 09:30:00,,,2022-02-10 09:30:00,2022-02-10 09:35:00,,
NIFTY,2022-02-10 09:38:44.329424,0.0,0,0.0,0,0.0,17461.15,2022-02-10 15:30:00,,,,,,False,False,True,2022-02-10 09:25:00,2022-02-10 09:30:00,,,2022-02-10 09:30:00,2022-02-10 09:35:00,,
NIFTY,2022-02-10 09:38:45.245744,0.0,0,0.0,0,0.0,17461.8,2022-02-10 15:30:00,,,,,,False,False,True,2022-02-10 09:25:00,2022-02-10 09:30:00,,,2022-02-10 09:30:00,2022-02-10 09:35:00,,
NIFTY,2022-02-10 09:38:46.156820,0.0,0,0.0,0,0.0,17463.35,2022-02-10 15:30:00,,,,,,False,False,True,2022-02-10 09:25:00,2022-02-10 09:30:00,,,2022-02-10 09:30:00,2022-02-10 09:35:00,,
NIFTY,2022-02-10 09:38:47.084719,0.0,0,0.0,0,0.0,17464.95,2022-02-10 15:30:00,,,,,,False,False,True,2022-02-10 09:25:00,2022-02-10 09:30:00,,,2022-02-10 09:30:00,2022-02-10 09:35:00,,
NIFTY,2022-02-10 09:38:47.997203,0.0,0,0.0,0,0.0,17463.2,2022-02-10 15:30:00,,,,,,False,False,True,2022-02-10 09:25:00,2022-02-10 09:30:00,,,2022-02-10 09:30:00,2022-02-10 09:35:00,,
NIFTY,2022-02-10 09:38:48.925209,0.0,0,0.0,0,0.0,17463.2,2022-02-10 15:30:00,,,,,,False,False,True,2022-02-10 09:25:00,2022-02-10 09:30:00,,,2022-02-10 09:30:00,2022-02-10 09:35:00,,
NIFTY,2022-02-10 09:38:49.834341,0.0,0,0.0,0,0.0,17462.1,2022-02-10 15:30:00,,,,,,False,False,True,2022-02-10 09:25:00,2022-02-10 09:30:00,,,2022-02-10 09:30:00,2022-02-10 09:35:00,,
