underlying_name,current_datetime,current_pnl,strategy_pnl,brokerage_pnl,max_pnl,trailing_pnl,current_ltp,expiry_datetime,current_position,straddle_strike,strangle_strike_low,position_entry_ltp,is_hedged,is_closed,candle_t_2_start,candle_t_2_end,candle_t_2_open,candle_t_2_close,candle_t_1_start,candle_t_1_end,candle_t_1_open,candle_t_1_close
NIFTY,2022-01-30 17:43:33.410034,0.0,0.0,0.0,0.0,0.0,17101.95,2022-02-03 15:30:00,,,,,False,False,,,,,,,,
NIFTY,2022-01-30 17:43:34.250928,0.0,0.0,0.0,0.0,0.0,17101.95,2022-02-03 15:30:00,,,,,False,False,2022-01-30 17:30:00,2022-01-30 17:35:00,,,2022-01-30 17:35:00,2022-01-30 17:40:00,,
NIFTY,2022-01-30 17:43:35.097668,0.0,0.0,0.0,0.0,0.0,17101.95,2022-02-03 15:30:00,,,,,False,False,2022-01-30 17:30:00,2022-01-30 17:35:00,,,2022-01-30 17:35:00,2022-01-30 17:40:00,,
NIFTY,2022-01-30 17:43:35.934177,0.0,0.0,0.0,0.0,0.0,17101.95,2022-02-03 15:30:00,,,,,False,False,2022-01-30 17:30:00,2022-01-30 17:35:00,,,2022-01-30 17:35:00,2022-01-30 17:40:00,,
NIFTY,2022-01-30 17:43:36.824871,0.0,0.0,0.0,0.0,0.0,17101.95,2022-02-03 15:30:00,,,,,False,False,2022-01-30 17:30:00,2022-01-30 17:35:00,,,2022-01-30 17:35:00,2022-01-30 17:40:00,,
NIFTY,2022-01-30 17:43:37.658576,0.0,0.0,0.0,0.0,0.0,17101.95,2022-02-03 15:30:00,,,,,False,False,2022-01-30 17:30:00,2022-01-30 17:35:00,,,2022-01-30 17:35:00,2022-01-30 17:40:00,,
NIFTY,2022-01-30 17:43:38.498672,0.0,0.0,0.0,0.0,0.0,17101.95,2022-02-03 15:30:00,,,,,False,False,2022-01-30 17:30:00,2022-01-30 17:35:00,,,2022-01-30 17:35:00,2022-01-30 17:40:00,,
NIFTY,2022-01-30 17:43:39.323954,0.0,0.0,0.0,0.0,0.0,17101.95,2022-02-03 15:30:00,,,,,False,False,2022-01-30 17:30:00,2022-01-30 17:35:00,,,2022-01-30 17:35:00,2022-01-30 17:40:00,,
NIFTY,2022-01-30 17:43:40.153962,0.0,0.0,0.0,0.0,0.0,17101.95,2022-02-03 15:30:00,,,,,False,False,2022-01-30 17:30:00,2022-01-30 17:35:00,,,2022-01-30 17:35:00,2022-01-30 17:40:00,,
NIFTY,2022-01-30 17:43:40.972590,0.0,0.0,0.0,0.0,0.0,17101.95,2022-02-03 15:30:00,,,,,False,False,2022-01-30 17:30:00,2022-01-30 17:35:00,,,2022-01-30 17:35:00,2022-01-30 17:40:00,,
NIFTY,2022-01-30 17:43:41.805040,0.0,0.0,0.0,0.0,0.0,17101.95,2022-02-03 15:30:00,,,,,False,False,2022-01-30 17:30:00,2022-01-30 17:35:00,,,2022-01-30 17:35:00,2022-01-30 17:40:00,,
NIFTY,2022-01-30 17:43:42.630793,0.0,0.0,0.0,0.0,0.0,17101.95,2022-02-03 15:30:00,,,,,False,False,2022-01-30 17:30:00,2022-01-30 17:35:00,,,2022-01-30 17:35:00,2022-01-30 17:40:00,,
