underlying_name,current_datetime,current_pnl,strategy_pnl,brokerage_pnl,max_pnl,trailing_pnl,current_ltp,expiry_datetime,current_position,straddle_strike,strangle_strike_low,position_entry_ltp,is_hedged,is_closed,candle_t_2_start,candle_t_2_end,candle_t_2_open,candle_t_2_close,candle_t_1_start,candle_t_1_end,candle_t_1_open,candle_t_1_close
NIFTY,2022-01-28 00:44:16.368233,0,0,0,0,0,17110.15,2022-01-27 15:30:00,,,,,False,False,,,,,,,,
NIFTY,2022-01-28 00:44:17.215920,0,0,0,0,0,17110.15,2022-01-27 15:30:00,,,,,False,False,2022-01-28 00:40:00,2022-01-28 00:42:00,,,2022-01-28 00:42:00,2022-01-28 00:44:00,,
NIFTY,2022-01-28 00:44:18.062193,0,0,0,0,0,17110.15,2022-01-27 15:30:00,,,,,False,False,2022-01-28 00:40:00,2022-01-28 00:42:00,,,2022-01-28 00:42:00,2022-01-28 00:44:00,,
NIFTY,2022-01-28 00:44:18.906244,0,0,0,0,0,17110.15,2022-01-27 15:30:00,,,,,False,False,2022-01-28 00:40:00,2022-01-28 00:42:00,,,2022-01-28 00:42:00,2022-01-28 00:44:00,,
NIFTY,2022-01-28 00:44:19.761754,0,0,0,0,0,17110.15,2022-01-27 15:30:00,,,,,False,False,2022-01-28 00:40:00,2022-01-28 00:42:00,,,2022-01-28 00:42:00,2022-01-28 00:44:00,,
NIFTY,2022-01-28 00:44:20.615620,0,0,0,0,0,17110.15,2022-01-27 15:30:00,,,,,False,False,2022-01-28 00:40:00,2022-01-28 00:42:00,,,2022-01-28 00:42:00,2022-01-28 00:44:00,,
NIFTY,2022-01-28 00:44:21.405085,0,0,0,0,0,17110.15,2022-01-27 15:30:00,,,,,False,False,2022-01-28 00:40:00,2022-01-28 00:42:00,,,2022-01-28 00:42:00,2022-01-28 00:44:00,,
NIFTY,2022-01-28 00:44:22.262322,0,0,0,0,0,17110.15,2022-01-27 15:30:00,,,,,False,False,2022-01-28 00:40:00,2022-01-28 00:42:00,,,2022-01-28 00:42:00,2022-01-28 00:44:00,,
NIFTY,2022-01-28 00:44:23.054157,0,0,0,0,0,17110.15,2022-01-27 15:30:00,,,,,False,False,2022-01-28 00:40:00,2022-01-28 00:42:00,,,2022-01-28 00:42:00,2022-01-28 00:44:00,,
NIFTY,2022-01-28 00:44:23.914442,0,0,0,0,0,17110.15,2022-01-27 15:30:00,,,,,False,False,2022-01-28 00:40:00,2022-01-28 00:42:00,,,2022-01-28 00:42:00,2022-01-28 00:44:00,,
NIFTY,2022-01-28 00:44:24.780910,0,0,0,0,0,17110.15,2022-01-27 15:30:00,,,,,False,False,2022-01-28 00:40:00,2022-01-28 00:42:00,,,2022-01-28 00:42:00,2022-01-28 00:44:00,,
NIFTY,2022-01-28 00:44:25.629835,0,0,0,0,0,17110.15,2022-01-27 15:30:00,,,,,False,False,2022-01-28 00:40:00,2022-01-28 00:42:00,,,2022-01-28 00:42:00,2022-01-28 00:44:00,,
NIFTY,2022-01-28 00:44:26.499154,0,0,0,0,0,17110.15,2022-01-27 15:30:00,,,,,False,False,2022-01-28 00:40:00,2022-01-28 00:42:00,,,2022-01-28 00:42:00,2022-01-28 00:44:00,,
