underlying_name,current_datetime,current_pnl,strategy_pnl,brokerage_pnl,max_pnl,trailing_pnl,current_ltp,expiry_datetime,current_position,straddle_strike,strangle_strike_low,position_entry_ltp,is_hedged,is_closed,candle_t_2_start,candle_t_2_end,candle_t_2_open,candle_t_2_close,candle_t_1_start,candle_t_1_end,candle_t_1_open,candle_t_1_close
NIFTY,2022-01-31 00:56:02.174670,0.0,0.0,0.0,0.0,0.0,17101.95,2022-02-03 15:30:00,,,,,False,False,,,,,,,,
NIFTY,2022-01-31 00:56:03.899147,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:04.834544,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:05.779179,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:06.694701,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:07.626392,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:08.550961,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:09.549463,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:10.521627,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:11.437332,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:12.358227,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:13.288306,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:14.281191,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:15.240953,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:16.206369,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:17.163784,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:18.138464,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:19.072693,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:20.049545,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:20.997065,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
NIFTY,2022-01-31 00:56:21.994836,5224.98,5225.0,-0.02,5224.98,0.0,17101.95,2022-02-03 15:30:00,,,,,True,False,2022-01-31 00:54:00,2022-01-31 00:55:00,,,2022-01-31 00:55:00,2022-01-31 00:56:00,,
