underlying_name,current_datetime,current_pnl,strategy_pnl,brokerage_pnl,max_pnl,trailing_pnl,current_ltp,expiry_datetime,current_position,straddle_strike,strangle_strike_low,strangle_strike_high,position_entry_ltp,is_hedged,is_closed,is_expiry_day,candle_t_2_start,candle_t_2_end,candle_t_2_open,candle_t_2_close,candle_t_1_start,candle_t_1_end,candle_t_1_open,candle_t_1_close
NIFTY,2022-02-09 11:49:10.324168,0.0,0.0,0.0,0.0,0.0,17403.4,2022-02-10 15:30:00,,,,,,False,False,False,,,,,,,,
NIFTY,2022-02-09 11:49:11.138608,0.0,0.0,0.0,0.0,0.0,17402.65,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:11.962197,0.0,0.0,0.0,0.0,0.0,17402.95,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:12.801070,0.0,0.0,0.0,0.0,0.0,17402.95,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:13.635727,0.0,0.0,0.0,0.0,0.0,17402.55,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:14.474572,0.0,0.0,0.0,0.0,0.0,17403.15,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:15.302430,0.0,0.0,0.0,0.0,0.0,17403.25,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:16.131606,0.0,0.0,0.0,0.0,0.0,17403.15,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:16.957119,0.0,0.0,0.0,0.0,0.0,17403.4,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:17.779142,0.0,0.0,0.0,0.0,0.0,17403.4,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:18.633527,0.0,0.0,0.0,0.0,0.0,17403.75,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:19.475830,0.0,0.0,0.0,0.0,0.0,17403.75,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:20.310311,0.0,0.0,0.0,0.0,0.0,17403.95,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:21.148885,0.0,0.0,0.0,0.0,0.0,17404.4,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:21.977037,0.0,0.0,0.0,0.0,0.0,17404.15,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:22.805475,0.0,0.0,0.0,0.0,0.0,17404.15,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:23.649438,0.0,0.0,0.0,0.0,0.0,17404.5,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:24.493025,0.0,0.0,0.0,0.0,0.0,17404.55,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:25.321554,0.0,0.0,0.0,0.0,0.0,17404.9,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:26.152579,0.0,0.0,0.0,0.0,0.0,17405.2,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:26.986367,0.0,0.0,0.0,0.0,0.0,17406.2,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:27.813833,0.0,0.0,0.0,0.0,0.0,17406.2,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:28.661550,0.0,0.0,0.0,0.0,0.0,17406.15,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:29.504400,0.0,0.0,0.0,0.0,0.0,17405.9,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:30.336002,0.0,0.0,0.0,0.0,0.0,17405.7,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:31.170841,0.0,0.0,0.0,0.0,0.0,17405.3,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:31.990431,0.0,0.0,0.0,0.0,0.0,17405.55,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:32.801002,0.0,0.0,0.0,0.0,0.0,17405.55,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:33.633497,0.0,0.0,0.0,0.0,0.0,17405.8,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:34.461321,0.0,0.0,0.0,0.0,0.0,17405.75,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:35.304836,0.0,0.0,0.0,0.0,0.0,17406.05,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:36.131142,0.0,0.0,0.0,0.0,0.0,17406.1,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:36.968468,0.0,0.0,0.0,0.0,0.0,17406.0,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:37.797232,0.0,0.0,0.0,0.0,0.0,17406.0,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:38.636135,0.0,0.0,0.0,0.0,0.0,17405.45,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:39.478738,0.0,0.0,0.0,0.0,0.0,17406.15,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:40.305062,0.0,0.0,0.0,0.0,0.0,17406.8,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:41.136267,0.0,0.0,0.0,0.0,0.0,17406.6,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:41.968946,0.0,0.0,0.0,0.0,0.0,17406.55,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:42.802476,0.0,0.0,0.0,0.0,0.0,17406.55,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:43.641654,0.0,0.0,0.0,0.0,0.0,17406.25,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:44.472957,0.0,0.0,0.0,0.0,0.0,17406.5,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:45.308259,0.0,0.0,0.0,0.0,0.0,17406.6,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:46.139394,0.0,0.0,0.0,0.0,0.0,17407.1,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:46.976212,0.0,0.0,0.0,0.0,0.0,17407.1,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
NIFTY,2022-02-09 11:49:47.814395,0.0,0.0,0.0,0.0,0.0,17406.65,2022-02-10 15:30:00,,,,,,False,False,False,2022-02-09 11:35:00,2022-02-09 11:40:00,,,2022-02-09 11:40:00,2022-02-09 11:45:00,,
