brokerage_pnl,candle_t_1_close,candle_t_1_open,candle_t_2_close,candle_t_2_open,current_datetime,current_ltp,current_pnl,current_position,expiry_datetime,is_closed,is_hedged,max_pnl,position_entry_ltp,straddle_strike,strangle_strike_low,strategy_pnl,trailing_pnl,underlying_name
0.0,,,,,2022-01-25 09:25:32.484960,16955.15,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:33.389382,16954.6,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:34.301757,16955.15,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:35.205268,16954.75,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:36.103123,16954.75,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:36.995552,16953.35,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:37.895106,16954.95,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:38.786949,16956.95,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:39.703277,16957.5,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:40.607256,16957.9,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:41.519920,16957.55,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:42.423671,16959.15,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:43.334779,16961.8,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:44.233321,16960.7,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:45.145528,16960.7,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:46.046228,16963.15,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:46.948938,16963.85,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:47.852456,16967.7,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:48.759980,16966.5,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:49.652835,16966.5,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:50.549473,16955.05,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:51.464968,16960.45,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:52.379211,16959.45,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
0.0,,,,,2022-01-25 09:25:53.299345,16961.8,0.0,,2022-01-27 15:30:00,0.0,0.0,0.0,,,,0.0,0.0,NIFTY
