average_price,broker_order_id,current_datetime,current_ltp,exchange,instrument_id,quantity
4.95,2022-01-24 09:28:01.603903,2022-01-24 09:28:00.382388,17517.1,NFO,NIFTY22JAN18200CE,500.0
5.2,2022-01-24 09:28:02.100775,2022-01-24 09:28:00.382388,17517.1,NFO,NIFTY22JAN16600PE,500.0
131.95,2022-01-24 10:36:28.596971,2022-01-24 10:36:24.847519,17393.1,NFO,NIFTY22JAN17400PE,-500.0
125.95,2022-01-24 10:36:28.908898,2022-01-24 10:36:24.847519,17393.1,NFO,NIFTY22JAN17450CE,-500.0
136.0,2022-01-24 10:52:02.964756,2022-01-24 10:52:02.175448,17382.65,NFO,NIFTY22JAN17400PE,500.0
119.0,2022-01-24 10:52:03.438628,2022-01-24 10:52:02.175448,17382.65,NFO,NIFTY22JAN17450CE,500.0
128.95,2022-01-24 10:55:01.458640,2022-01-24 10:55:00.405563,17399.3,NFO,NIFTY22JAN17400PE,-500.0
126.0,2022-01-24 10:55:01.785347,2022-01-24 10:55:00.405563,17399.3,NFO,NIFTY22JAN17450CE,-500.0
132.15,2022-01-24 10:57:15.593863,2022-01-24 10:57:14.809118,17389.15,NFO,NIFTY22JAN17400PE,500.0
122.9,2022-01-24 10:57:16.076580,2022-01-24 10:57:14.809118,17389.15,NFO,NIFTY22JAN17450CE,500.0
133.3,2022-01-24 10:58:43.857104,2022-01-24 10:58:42.358639,17392.65,NFO,NIFTY22JAN17400PE,-500.0
122.35,2022-01-24 10:58:44.345720,2022-01-24 10:58:42.358639,17392.65,NFO,NIFTY22JAN17450CE,-500.0
