average_price,broker_order_id,current_datetime,current_ltp,exchange,instrument_id,quantity
34.7,2022-01-20 11:45:29.894289,2022-01-20 11:45:28.940345,17781.55,NFO,NIFTY2212017800CE,-500.0
46.9,2022-01-20 12:35:26.065149,2022-01-20 12:35:25.637328,17827.2,NFO,NIFTY2212017800CE,500.0
16.85,2022-01-20 12:35:26.253303,2022-01-20 12:35:25.637328,17827.2,NFO,NIFTY2212017800PE,500.0
43.4,2022-01-20 12:35:46.093714,2022-01-20 12:35:45.242160,17822.8,NFO,NIFTY2212017800CE,-500.0
43.4,2022-01-20 12:35:46.295626,2022-01-20 12:35:45.242160,17822.8,NFO,NIFTY2212017850PE,-500.0
29.05,2022-01-20 13:00:11.919951,2022-01-20 13:00:11.447058,17797.15,NFO,NIFTY2212017800CE,500.0
58.35,2022-01-20 13:00:12.103276,2022-01-20 13:00:11.447058,17797.15,NFO,NIFTY2212017850PE,500.0
28.6,2022-01-20 13:00:13.758966,2022-01-20 13:00:12.913342,17795.7,NFO,NIFTY2212017800PE,-500.0
27.55,2022-01-20 13:00:13.973073,2022-01-20 13:00:12.913342,17795.7,NFO,NIFTY2212017800CE,-500.0
18.65,2022-01-20 13:14:42.322219,2022-01-20 13:14:41.849031,17772.35,NFO,NIFTY2212017800CE,500.0
39.2,2022-01-20 13:14:42.509768,2022-01-20 13:14:41.849031,17772.35,NFO,NIFTY2212017800PE,500.0
45.8,2022-01-20 13:14:44.131274,2022-01-20 13:14:43.317957,17772.5,NFO,NIFTY2212017750CE,-500.0
38.45,2022-01-20 13:14:44.333297,2022-01-20 13:14:43.317957,17772.5,NFO,NIFTY2212017800PE,-500.0
30.25,2022-01-20 13:24:13.821434,2022-01-20 13:24:13.336235,17747.9,NFO,NIFTY2212017750CE,500.0
53.15,2022-01-20 13:24:14.005593,2022-01-20 13:24:13.336235,17747.9,NFO,NIFTY2212017800PE,500.0
21.05,2022-01-20 13:24:15.650558,2022-01-20 13:24:14.811761,17748.25,NFO,NIFTY2212017750PE,-500.0
30.35,2022-01-20 13:24:15.837700,2022-01-20 13:24:14.811761,17748.25,NFO,NIFTY2212017750CE,-500.0
22.5,2022-01-20 13:28:54.093104,2022-01-20 13:28:53.547535,17722.6,NFO,NIFTY2212017750CE,500.0
43.05,2022-01-20 13:28:54.286831,2022-01-20 13:28:53.547535,17722.6,NFO,NIFTY2212017750PE,500.0
46.45,2022-01-20 13:28:55.896869,2022-01-20 13:28:55.085041,17722.35,NFO,NIFTY2212017700CE,-500.0
43.85,2022-01-20 13:28:56.084587,2022-01-20 13:28:55.085041,17722.35,NFO,NIFTY2212017750PE,-500.0
37.55,2022-01-20 13:36:32.852007,2022-01-20 13:36:32.350558,17697.0,NFO,NIFTY2212017700CE,500.0
54.85,2022-01-20 13:36:33.061067,2022-01-20 13:36:32.350558,17697.0,NFO,NIFTY2212017750PE,500.0
26.4,2022-01-20 13:36:34.752733,2022-01-20 13:36:33.870667,17697.1,NFO,NIFTY2212017700PE,-500.0
37.3,2022-01-20 13:36:34.964008,2022-01-20 13:36:33.870667,17697.1,NFO,NIFTY2212017700CE,-500.0
51.4,2022-01-20 13:39:00.267771,2022-01-20 13:38:59.740490,17727.15,NFO,NIFTY2212017700CE,500.0
14.8,2022-01-20 13:39:01.866667,2022-01-20 13:39:01.073112,17726.8,NFO,NIFTY2212017700PE,-500.0
8.3,2022-01-20 13:39:02.098723,2022-01-20 13:39:01.073112,17726.8,NFO,NIFTY2212017800CE,-500.0
19.8,2022-01-20 13:39:47.438585,2022-01-20 13:39:46.906986,17716.15,NFO,NIFTY2212017700PE,500.0
6.2,2022-01-20 13:39:47.650063,2022-01-20 13:39:46.906986,17716.15,NFO,NIFTY2212017800CE,500.0
42.6,2022-01-20 13:39:49.391182,2022-01-20 13:39:48.594676,17714.7,NFO,NIFTY2212017700CE,-500.0
43.9,2022-01-20 13:39:49.623775,2022-01-20 13:39:48.594676,17714.7,NFO,NIFTY2212017750PE,-500.0
36.5,2022-01-20 13:44:53.615721,2022-01-20 13:44:53.094497,17697.7,NFO,NIFTY2212017700CE,500.0
51.0,2022-01-20 13:44:53.831883,2022-01-20 13:44:53.094497,17697.7,NFO,NIFTY2212017750PE,500.0
24.0,2022-01-20 13:44:55.422352,2022-01-20 13:44:54.655453,17698.25,NFO,NIFTY2212017700PE,-500.0
13.55,2022-01-20 13:44:55.644663,2022-01-20 13:44:54.655453,17698.25,NFO,NIFTY2212017750CE,-500.0
27.85,2022-01-20 13:47:07.183381,2022-01-20 13:47:06.629686,17688.1,NFO,NIFTY2212017700PE,500.0
12.0,2022-01-20 13:47:07.392830,2022-01-20 13:47:06.629686,17688.1,NFO,NIFTY2212017750CE,500.0
28.1,2022-01-20 13:47:09.026150,2022-01-20 13:47:08.212603,17688.4,NFO,NIFTY2212017700PE,-500.0
32.5,2022-01-20 13:47:09.238802,2022-01-20 13:47:08.212603,17688.4,NFO,NIFTY2212017700CE,-500.0
22.9,2022-01-20 14:01:28.748822,2022-01-20 14:01:28.221116,17672.1,NFO,NIFTY2212017700CE,500.0
36.4,2022-01-20 14:01:28.952311,2022-01-20 14:01:28.221116,17672.1,NFO,NIFTY2212017700PE,500.0
51.2,2022-01-20 14:01:30.666939,2022-01-20 14:01:29.785066,17672.65,NFO,NIFTY2212017650CE,-500.0
36.5,2022-01-20 14:01:30.948339,2022-01-20 14:01:29.785066,17672.65,NFO,NIFTY2212017700PE,-500.0
70.45,2022-01-20 14:07:38.890995,2022-01-20 14:07:38.367826,17702.15,NFO,NIFTY2212017650CE,500.0
19.65,2022-01-20 14:07:39.106516,2022-01-20 14:07:38.367826,17702.15,NFO,NIFTY2212017700PE,500.0
32.9,2022-01-20 14:07:40.753749,2022-01-20 14:07:39.924812,17702.15,NFO,NIFTY2212017700CE,-500.0
19.75,2022-01-20 14:07:40.965894,2022-01-20 14:07:39.924812,17702.15,NFO,NIFTY2212017700PE,-500.0
14.8,2022-01-20 14:35:10.567944,2022-01-20 14:35:09.994806,17672.4,NFO,NIFTY2212017700CE,500.0
29.4,2022-01-20 14:35:10.782804,2022-01-20 14:35:09.994806,17672.4,NFO,NIFTY2212017700PE,500.0
43.3,2022-01-20 14:35:12.430389,2022-01-20 14:35:11.605885,17672.15,NFO,NIFTY2212017650CE,-500.0
29.55,2022-01-20 14:35:12.631078,2022-01-20 14:35:11.605885,17672.15,NFO,NIFTY2212017700PE,-500.0
